Name,Vac,Paco,Pdco,Vdco,Pso,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,Manufacturer,Model
Chint Power Systems America: CPS SCE6KTL-O US [240V] 240V [CEC 2018],240.0,6000.0,6158.38,360.0,35.4014,-1.9190400000000004e-06,-2.56611e-05,-0.00117792,0.000465607,0.07,450.0,17.1066,100.0,450.0,Chint Power Systems America,CPS SCE6KTL-O US [240V] 240V [CEC 2018]
Chint Power Systems America: CPS SCE6KTL-O US [277V] 277V [CEC 2018],277.0,6010.0,6184.18,360.0,28.4963,-2.38613e-06,-2.07792e-05,0.000300694,0.000470627,0.08,450.0,17.1783,100.0,450.0,Chint Power Systems America,CPS SCE6KTL-O US [277V] 277V [CEC 2018]
Chint Power Systems America: CPS SCE7KTL-O US  (208V) 208V [CEC 2016],208.0,6950.0,7203.13,360.0,26.0347,-2.62e-06,1.92e-06,0.00146114,-0.0005094090000000001,0.09,470.0,0.014787200000000002,100.0,470.0,Chint Power Systems America,CPS SCE7KTL-O US  (208V) 208V [CEC 2016]
Chint Power Systems America: CPS SCE7KTL-O US  (240V) 240V [CEC 2016],240.0,6920.0,7126.24,360.0,29.4368,-1.8e-06,-2.62e-05,0.000265795,-0.00115737,0.17,450.0,0.015377799999999999,100.0,450.0,Chint Power Systems America,CPS SCE7KTL-O US  (240V) 240V [CEC 2016]
Chint Power Systems America: CPS SCE7KTL-O US  (277V) 277V [CEC 2016],277.0,7010.0,7219.11,360.0,29.9981,-1.98e-06,-2.9299999999999997e-05,-0.000720234,-0.000752061,0.02,450.0,0.0155778,100.0,450.0,Chint Power Systems America,CPS SCE7KTL-O US  (277V) 277V [CEC 2016]
Chint Power Systems America: CPS SCE7KTL-O US [208V] 208V [CEC 2018],208.0,6950.0,7203.13,360.0,26.0347,-2.62327e-06,1.91875e-06,0.00146114,-0.0005094090000000001,0.09,470.0,20.0087,100.0,470.0,Chint Power Systems America,CPS SCE7KTL-O US [208V] 208V [CEC 2018]
Chint Power Systems America: CPS SCE7KTL-O US [240V] 240V [CEC 2018],240.0,6920.0,7126.24,360.0,29.4368,-1.79739e-06,-2.62046e-05,0.000265795,-0.00115737,0.17,450.0,19.7951,100.0,450.0,Chint Power Systems America,CPS SCE7KTL-O US [240V] 240V [CEC 2018]
Chint Power Systems America: CPS SCE7KTL-O US [277V] 277V [CEC 2018],277.0,7010.0,7219.11,360.0,29.9981,-1.97699e-06,-2.9276799999999997e-05,-0.000720234,-0.000752061,0.02,450.0,20.0531,100.0,450.0,Chint Power Systems America,CPS SCE7KTL-O US [277V] 277V [CEC 2018]
"Chint Power Systems: CPS SC14KTL-DO-xx-208, xx is US or CA 208V [CEC 2013]",208.0,14000.0,14671.792669999999,385.5313981,42.56388106,-1.41e-06,-2.9600000000000005e-05,2.45E-03,0.00020899999999999998,4.0,600.0,50.0,300.0,540.0,Chint Power Systems,"CPS SC14KTL-DO-xx-208, xx is US or CA 208V [CEC 2013]"
"Chint Power Systems: CPS SC20KTL-DO-xx-480, xx is US or CA 480V [CEC 2013]",480.0,20000.0,20657.737240000002,480.11964810000006,67.88284212,-6.620000000000001e-07,-6.35e-05,-4.71E-04,-0.00374,2.0,600.0,70.0,300.0,550.0,Chint Power Systems,"CPS SC20KTL-DO-xx-480, xx is US or CA 480V [CEC 2013]"
Chint Solar Zhejiang: CHPI 23KTL-US 480V [CEC 2013],480.0,23000.0,23433.00451,718.1666667000001,56.08090091,-3.43e-07,-3.6099999999999997e-05,3.66E-04,0.000926,1.0,1000.0,54.0,480.0,800.0,Chint Solar Zhejiang,CHPI 23KTL-US 480V [CEC 2013]
Chint Solar Zhejiang: CHPI 28KTL-US 480V [CEC 2013],480.0,28000.0,28567.27168,721.9698413,54.97958878,-3.4899999999999996e-07,-3.72e-05,-1.01E-04,-1.56e-05,0.9,1000.0,64.0,500.0,800.0,Chint Solar Zhejiang,CHPI 28KTL-US 480V [CEC 2013]
Chint Solar Zhejiang: CHPI 6KTL-US (208V) 208V [CEC 2014],208.0,5500.0,5703.047226,379.5427381,37.75574983,-3.95e-06,-4.88e-05,-3.41E-04,-0.000768,1.0,550.0,32.0,200.0,470.0,Chint Solar Zhejiang,CHPI 6KTL-US (208V) 208V [CEC 2014]
Chint Solar Zhejiang: CHPI 6KTL-US (240V) 240V [CEC 2014],240.0,6000.0,6187.1027030000005,379.7206349,36.99441467,-2.99e-06,-5.3299999999999995e-05,-6.73E-04,-0.0017100000000000001,1.0,550.0,32.0,200.0,470.0,Chint Solar Zhejiang,CHPI 6KTL-US (240V) 240V [CEC 2014]
Chint Solar Zhejiang: CHPI 6KTL-US [208V] 208V [CEC 2018],208.0,5500.0,5698.26,380.0,36.6961,-3.82532e-06,-3.4685300000000005e-05,-0.000347898,-0.000584445,1.0,470.0,14.9954,100.0,470.0,Chint Solar Zhejiang,CHPI 6KTL-US [208V] 208V [CEC 2018]
Chint Solar Zhejiang: CHPI 6KTL-US [240V] 240V [CEC 2018],240.0,6000.0,6182.44,380.0,36.0885,-2.9203899999999997e-06,-3.9641e-05,-0.000593032,-0.0013788000000000001,1.0,470.0,16.2696,100.0,470.0,Chint Solar Zhejiang,CHPI 6KTL-US [240V] 240V [CEC 2018]
Chint Solar Zhejiang: CHPI14KTL-US 208V [CEC 2014],208.0,14000.0,14670.8555,385.5313981,45.61340419,-1.39e-06,-3.1e-05,3.59E-03,-6.0299999999999995e-05,4.0,600.0,60.0,260.0,550.0,Chint Solar Zhejiang,CHPI14KTL-US 208V [CEC 2014]
Chint Solar Zhejiang: CHPI20KTL-US 480V [CEC 2014],480.0,20000.0,20657.737240000002,480.11964810000006,67.88284212,-6.620000000000001e-07,-6.35e-05,-4.71E-04,-0.00374,2.0,600.0,70.0,300.0,550.0,Chint Solar Zhejiang,CHPI20KTL-US 480V [CEC 2014]
Chint Solar Zhejiang: CHPI3KTL-US (208V) 208V [CEC 2014],208.0,2860.0,2973.649047,390.7334127,20.61202689,-8.53e-06,-6.02e-05,-9.15E-04,-0.000921,1.0,550.0,16.0,200.0,470.0,Chint Solar Zhejiang,CHPI3KTL-US (208V) 208V [CEC 2014]
Chint Solar Zhejiang: CHPI3KTL-US (240V) 240V [CEC 2014],240.0,3000.0,3100.0935010000003,389.96277779999997,20.13113712,-6.6e-06,-6.07e-05,-9.80E-04,-0.00114,1.0,550.0,16.0,200.0,470.0,Chint Solar Zhejiang,CHPI3KTL-US (240V) 240V [CEC 2014]
Chint Solar Zhejiang: CHPI3KTL-US [208V] 208V [CEC 2018],208.0,2860.0,2969.61,390.0,20.4854,-8.045110000000001e-06,-4.40275e-05,-0.000662713,-0.000687852,1.0,470.0,7.614389999999999,100.0,470.0,Chint Solar Zhejiang,CHPI3KTL-US [208V] 208V [CEC 2018]
Chint Solar Zhejiang: CHPI3KTL-US [240V] 240V [CEC 2018],240.0,3000.0,3096.94,390.0,19.0588,-6.145299999999999e-06,-4.33074e-05,-0.000796703,-0.0007701180000000001,1.0,470.0,7.940860000000001,100.0,470.0,Chint Solar Zhejiang,CHPI3KTL-US [240V] 240V [CEC 2018]
Chint Solar Zhejiang: CHPI4KTL-US (208V) 208V [CEC 2014],208.0,3810.0,3950.2612649999996,389.95214289999996,26.59520052,-5.94e-06,-6.13e-05,-7.67E-04,-0.00135,1.0,550.0,21.0,200.0,470.0,Chint Solar Zhejiang,CHPI4KTL-US (208V) 208V [CEC 2014]
Chint Solar Zhejiang: CHPI4KTL-US (240V) 240V [CEC 2014],240.0,4020.0,4145.779712,390.6587302,26.43853242,-4.73e-06,-5.7499999999999995e-05,-2.89E-04,-0.000697,1.0,550.0,21.0,200.0,470.0,Chint Solar Zhejiang,CHPI4KTL-US (240V) 240V [CEC 2014]
Chint Solar Zhejiang: CHPI4KTL-US [208V] 208V [CEC 2018],208.0,3810.0,3947.9,390.0,26.4104,-6.0454e-06,-4.437770000000001e-05,-0.000678322,-0.00101474,1.0,470.0,10.1228,100.0,470.0,Chint Solar Zhejiang,CHPI4KTL-US [208V] 208V [CEC 2018]
Chint Solar Zhejiang: CHPI4KTL-US [240V] 240V [CEC 2018],240.0,4020.0,4141.69,390.0,26.1527,-4.56063e-06,-4.25339e-05,-0.000334655,-0.000725023,1.0,470.0,10.6197,100.0,470.0,Chint Solar Zhejiang,CHPI4KTL-US [240V] 240V [CEC 2018]
Chint Solar Zhejiang: CHPI5KTL-US (208V) 208V [CEC 2014],208.0,4610.0,4788.780007,390.2851587,25.78401973,-5.97e-06,-6.4e-05,-8.50E-04,-0.0010199999999999999,0.7,550.0,26.0,200.0,470.0,Chint Solar Zhejiang,CHPI5KTL-US (208V) 208V [CEC 2014]
Chint Solar Zhejiang: CHPI5KTL-US (240V) 240V [CEC 2014],240.0,5000.0,5166.884308,389.85603169999996,24.52366226,-4.56e-06,-6.929999999999999e-05,-1.24E-03,-0.0018399999999999998,1.0,550.0,26.0,200.0,470.0,Chint Solar Zhejiang,CHPI5KTL-US (240V) 240V [CEC 2014]
Chint Solar Zhejiang: CHPI5KTL-US [208V] 208V [CEC 2018],208.0,4610.0,4784.19,390.0,25.1758,-5.905369999999999e-06,-4.6943599999999996e-05,-0.000502611,-0.000597061,0.7,470.0,12.2672,100.0,470.0,Chint Solar Zhejiang,CHPI5KTL-US [208V] 208V [CEC 2018]
Chint Solar Zhejiang: CHPI5KTL-US [240V] 240V [CEC 2018],240.0,5000.0,5160.9,390.0,23.5435,-4.26733e-06,-5.10439e-05,-0.000993661,-0.00157647,1.0,470.0,13.2331,100.0,470.0,Chint Solar Zhejiang,CHPI5KTL-US [240V] 240V [CEC 2018]
Concept by US: Power Station PS247-05-180 310V [CEC 2016],310.0,10080.0,10909.5,310.0,0.88891,-3.18e-06,-8.09e-05,0.263204,0.00074183,0.0,420.0,0.024,210.0,420.0,Concept by US,Power Station PS247-05-180 310V [CEC 2016]
Concept by US: Power Station PS247-05-180 [120V] 120V [CEC 2018],120.0,5020.0,5414.17,310.0,2.53213,-6.173969999999999e-06,-2.44003e-05,0.067557,0.0045327,0.0,420.0,17.4651,210.0,420.0,Concept by US,Power Station PS247-05-180 [120V] 120V [CEC 2018]
Concept by US: Power Station PS247-10-180 [120V] 120V [CEC 2018],120.0,10080.0,10909.5,310.0,0.88891,-3.18296e-06,-8.08838e-05,0.263204,0.00074183,0.0,420.0,35.1919,210.0,420.0,Concept by US,Power Station PS247-10-180 [120V] 120V [CEC 2018]
Concept by US: Power Station PS247-15-180 310V [CEC 2016],310.0,15160.0,16312.2,310.0,-21.4441,-1.33e-06,-8.41e-05,-0.00352709,-0.0018414000000000002,0.0,420.0,0.0360952,210.0,420.0,Concept by US,Power Station PS247-15-180 310V [CEC 2016]
Connect Renewable Energy: CE 4000 62V [CEC 2016],62.0,3000.0,3223.9,62.0,50.1842,-1.65e-05,4.39e-05,0.0110923,-0.014611700000000002,7.0,77.0,0.038961,54.0,77.0,Connect Renewable Energy,CE 4000 62V [CEC 2016]
Connect Renewable Energy: CE 4000 [240V] 240V [CEC 2018],240.0,3000.0,3223.9,62.0,50.1842,-1.64932e-05,4.39302e-05,0.0110923,-0.014611700000000002,7.0,77.0,51.9983,54.0,77.0,Connect Renewable Energy,CE 4000 [240V] 240V [CEC 2018]
Connect Renewable Energy: CE4000 240V [CEC 2005],240.0,3000.0,3228.1991239999998,61.88109524,44.28561529,-1.6100000000000002e-05,-2.02e-05,1.38E-02,-0.019375205,7.0,100.0,65.0,54.0,77.0,Connect Renewable Energy,CE4000 240V [CEC 2005]
DASS tech: DSP-M33250KUS 270V [CEC 2014],270.0,250000.0,264812.174,377.86907610000003,1505.26546,-1.08e-07,-3.72e-06,6.75E-05,-0.00173,107.71,1000.0,535.0,450.0,820.0,DASS tech,DSP-M33250KUS 270V [CEC 2014]
Danfoss Solar: DLX 2.0 UL (208V) 208V [CEC 2013],208.0,2010.0,2080.978722,364.9173333,13.61057079,-4.74e-06,-1.3300000000000001e-05,-5.63E-06,-0.00461,0.9,600.0,9.5,230.0,500.0,Danfoss Solar,DLX 2.0 UL (208V) 208V [CEC 2013]
Danfoss Solar: DLX 2.0 UL (240V) 240V [CEC 2013],240.0,2010.0,2073.142128,375.0126667,14.65342995,-3.96e-06,-1.9e-05,-3.09E-05,-0.00617,0.97,600.0,9.5,230.0,500.0,Danfoss Solar,DLX 2.0 UL (240V) 240V [CEC 2013]
Danfoss Solar: DLX 2.0 UL [208V] 208V [CEC 2018],208.0,2010.0,2080.98,365.0,15.2392,-6.167390000000001e-06,-8.918450000000001e-06,8.88684e-05,-0.00175571,0.9,490.0,5.7013300000000005,100.0,490.0,Danfoss Solar,DLX 2.0 UL [208V] 208V [CEC 2018]
Danfoss Solar: DLX 2.0 UL [240V] 240V [CEC 2018],240.0,2010.0,2071.67,375.0,16.0747,-4.51351e-06,-1.16752e-05,0.000397361,-0.00202438,0.97,490.0,5.52444,100.0,490.0,Danfoss Solar,DLX 2.0 UL [240V] 240V [CEC 2018]
Danfoss Solar: DLX 2.9 UL (208V) 208V [CEC 2013],208.0,2910.0,3028.781289,365.2243333,16.06997134,-6.67e-06,-2.99e-05,7.05E-04,-0.00265,0.92,600.0,13.5,230.0,500.0,Danfoss Solar,DLX 2.9 UL (208V) 208V [CEC 2013]
Danfoss Solar: DLX 2.9 UL (240V) 240V [CEC 2013],240.0,2900.0,3000.088561,374.9843333,16.95742637,-5.33e-06,-3.75e-05,7.40E-05,-0.0039,0.98,600.0,13.5,230.0,500.0,Danfoss Solar,DLX 2.9 UL (240V) 240V [CEC 2013]
Danfoss Solar: DLX 2.9 UL [208V] 208V [CEC 2018],208.0,2910.0,3026.31,365.0,17.4307,-6.82914e-06,-1.901e-05,0.000415931,-0.00146143,0.92,490.0,8.29125,100.0,490.0,Danfoss Solar,DLX 2.9 UL [208V] 208V [CEC 2018]
Danfoss Solar: DLX 2.9 UL [240V] 240V [CEC 2018],240.0,2900.0,2996.63,375.0,18.2389,-5.35785e-06,-2.35734e-05,0.000382665,-0.00179744,0.98,490.0,7.99101,100.0,490.0,Danfoss Solar,DLX 2.9 UL [240V] 240V [CEC 2018]
Danfoss Solar: DLX 3.8 UL (208V) 208V [CEC 2012],208.0,3810.0,3961.745446,359.9899,16.80449408,-5.27e-06,-3.6200000000000006e-05,1.32E-03,-0.00229,0.77,600.0,18.0,230.0,500.0,Danfoss Solar,DLX 3.8 UL (208V) 208V [CEC 2012]
Danfoss Solar: DLX 3.8 UL (240V) 240V [CEC 2012],240.0,3810.0,3944.740933,370.0807333,17.64224872,-4.66e-06,-3.72e-05,1.20E-03,-0.0027600000000000003,0.9,600.0,18.0,230.0,500.0,Danfoss Solar,DLX 3.8 UL (240V) 240V [CEC 2012]
Danfoss Solar: DLX 3.8 UL [208V] 208V [CEC 2018],208.0,3810.0,3956.84,360.0,18.2068,-5.0366900000000006e-06,-2.49552e-05,0.000628579,-0.00168145,0.77,500.0,10.9912,100.0,500.0,Danfoss Solar,DLX 3.8 UL [208V] 208V [CEC 2018]
Danfoss Solar: DLX 3.8 UL [240V] 240V [CEC 2018],240.0,3810.0,3940.77,370.0,19.3692,-4.69509e-06,-2.48769e-05,0.000883859,-0.00145986,0.9,500.0,10.6507,100.0,500.0,Danfoss Solar,DLX 3.8 UL [240V] 240V [CEC 2018]
Danfoss Solar: DLX 4.4 UL (208V) 208V [CEC 2012],208.0,4400.0,4592.787839,359.8819333,17.46425573,-5.52e-06,-4.270000000000001e-05,1.58E-03,-0.0019199999999999998,0.8,600.0,21.0,250.0,500.0,Danfoss Solar,DLX 4.4 UL (208V) 208V [CEC 2012]
Danfoss Solar: DLX 4.4 UL (240V) 240V [CEC 2012],240.0,4400.0,4566.5125259999995,369.9030333,17.86548366,-4.64e-06,-4.5e-05,1.19E-03,-0.00279,0.97,600.0,21.0,250.0,500.0,Danfoss Solar,DLX 4.4 UL (240V) 240V [CEC 2012]
Danfoss Solar: DLX 4.4 UL [208V] 208V [CEC 2018],208.0,4400.0,4584.16,360.0,18.3704,-5.02029e-06,-3.08638e-05,0.000799578,-0.00158114,0.8,500.0,12.7338,100.0,500.0,Danfoss Solar,DLX 4.4 UL [208V] 208V [CEC 2018]
Danfoss Solar: DLX 4.4 UL [240V] 240V [CEC 2018],240.0,4400.0,4560.44,370.0,19.1166,-4.47685e-06,-3.0403000000000004e-05,0.000557398,-0.00195873,0.97,500.0,12.3255,100.0,500.0,Danfoss Solar,DLX 4.4 UL [240V] 240V [CEC 2018]
Danfoss Solar: MLX 400V 400V [CEC 2015],400.0,59859.0,61100.1404,629.2611283,87.98307816,-1.82e-07,2.8100000000000002e-05,3.40E-03,0.00112,7.1,1000.0,150.0,570.0,800.0,Danfoss Solar,MLX 400V 400V [CEC 2015]
Danfoss Solar: MLX 400V [400V] 400V [CEC 2018],400.0,59860.0,61130.8,630.0,97.214,-2.06147e-07,2.69965e-05,0.00260575,0.00050141,7.1,800.0,97.03299999999999,570.0,800.0,Danfoss Solar,MLX 400V [400V] 400V [CEC 2018]
Danfoss Solar: MLX 480V 480V [CEC 2014],480.0,60000.0,60967.134289999995,709.27585,115.2417061,-1.56e-07,3.13e-05,2.86E-03,0.00143,8.16,1000.0,110.0,685.0,800.0,Danfoss Solar,MLX 480V 480V [CEC 2014]
Danfoss: MLX 480V 480V [CEC 2016],480.0,60000.0,60974.6,710.0,116.97,-1.59e-07,3.45e-05,0.00281341,0.0020613000000000003,8.16,800.0,0.075,685.0,800.0,Danfoss,MLX 480V 480V [CEC 2016]
Danfoss: MLX 480V [480V] 480V [CEC 2018],480.0,60000.0,60974.6,710.0,116.97,-1.5862999999999999e-07,3.4511199999999996e-05,0.00281341,0.0020613000000000003,8.16,800.0,85.8798,685.0,800.0,Danfoss,MLX 480V [480V] 480V [CEC 2018]
Darfon Electronics: G32xxxxxx 27.5V [CEC 2016],27.5,305.0,318.005,27.5,2.40369,-9.13e-05,0.00029365099999999997,0.019513,0.00101321,0.065,37.0,0.00837838,24.0,37.0,Darfon Electronics,G32xxxxxx 27.5V [CEC 2016]
Darfon Electronics: G32xxxxxx [208V] 208V [CEC 2018],208.0,303.0,320.147,27.5,2.35543,-0.000133334,0.00017244099999999998,0.015493,-0.0033591000000000003,0.013999999999999999,37.0,11.6417,24.0,37.0,Darfon Electronics,G32xxxxxx [208V] 208V [CEC 2018]
Darfon Electronics: G32xxxxxx [240V] 240V [CEC 2018],240.0,305.0,318.005,27.5,2.40369,-9.125780000000001e-05,0.00029365099999999997,0.019513,0.00101321,0.065,37.0,11.5638,24.0,37.0,Darfon Electronics,G32xxxxxx [240V] 240V [CEC 2018]
Darfon Electronics: G32xxxxxx [277V] 277V [CEC 2018],277.0,305.0,317.991,27.5,2.40427,-9.101120000000001e-05,0.00029935599999999997,0.0194759,0.00137807,0.065,37.0,11.5633,24.0,37.0,Darfon Electronics,G32xxxxxx [277V] 277V [CEC 2018]
Darfon Electronics: H5000x [240V] 240V [CEC 2018],240.0,5071.0,5291.37,360.0,50.9746,-3.87293e-06,-3.85553e-05,-0.00124746,-0.00333423,0.43,380.0,14.6983,300.0,380.0,Darfon Electronics,H5000x [240V] 240V [CEC 2018]
Darfon Electronics: MIG240UL00 240V [CEC 2012],240.0,220.0,233.95032310000002,34.67808327,2.769949662,-1.4599999999999999e-05,-0.000266,4.24E-03,-0.21770491,0.051,55.0,10.0,25.0,45.0,Darfon Electronics,MIG240UL00 240V [CEC 2012]
Darfon Electronics: MIG240UL00 240V [CEC 2013],240.0,228.8,239.6365785,34.66910553,2.119390161,-4.04e-05,-0.000519,8.13E-03,-0.0647,0.047,60.0,10.0,24.0,40.0,Darfon Electronics,MIG240UL00 240V [CEC 2013]
Darfon Electronics: MIG240UL00 [240V] 240V [CEC 2018],240.0,230.0,240.827,35.0,2.06563,-4.13229e-05,-0.000489519,0.0117382,-0.04567,0.047,40.0,6.88077,27.0,40.0,Darfon Electronics,MIG240UL00 [240V] 240V [CEC 2018]
Darfon Electronics: MIG300UL00 (240V) 240V [CEC 2014],240.0,250.0,261.3893032,35.88008893,1.991565806,-2.8499999999999998e-05,-0.000471,-3.29E-03,-0.168105516,0.08900000000000001,60.0,10.0,24.0,40.0,Darfon Electronics,MIG300UL00 (240V) 240V [CEC 2014]
Darfon Electronics: MIG300UL00 [240V] 240V [CEC 2018],240.0,250.0,261.341,36.0,1.98469,-3.1804e-05,-0.00042114199999999995,0.00369844,-0.10947799999999999,0.08900000000000001,40.0,7.25948,30.0,40.0,Darfon Electronics,MIG300UL00 [240V] 240V [CEC 2018]
Delta Electronics Inc: DES10JB125K01 [480V] [SI1] 480V [CEC 2018],480.0,125000.0,128849.0,900.0,681.142,-1.21314e-07,1.5877e-05,0.00296241,0.000809598,22.4,1000.0,143.166,750.0,1000.0,Delta Electronics Inc,DES10JB125K01 [480V] [SI1] 480V [CEC 2018]
Delta Electronics Inc: M24U_XXX [480V] 480V [CEC 2018],480.0,26403.0,26885.2,710.0,69.9414,-2.5204e-07,-2.7448899999999997e-05,-0.00120454,-0.000929858,2.6,830.0,37.8664,415.0,830.0,Delta Electronics Inc,M24U_XXX [480V] 480V [CEC 2018]
Delta Electronics Inc: M24U_XXX [480V] [SI1] 480V [CEC 2018],480.0,26403.0,26885.2,710.0,69.9414,-2.5204e-07,-2.7448899999999997e-05,-0.00120454,-0.000929858,2.6,830.0,37.8664,415.0,830.0,Delta Electronics Inc,M24U_XXX [480V] [SI1] 480V [CEC 2018]
Delta Electronics Inc: M28U_XXX [480V] 480V [CEC 2018],480.0,30709.0,31290.2,710.0,69.9159,-2.66135e-07,-2.25708e-05,-0.00147268,-0.00143025,2.4,830.0,44.0708,485.0,830.0,Delta Electronics Inc,M28U_XXX [480V] 480V [CEC 2018]
Delta Electronics Inc: M28U_XXX [480V] [SI1] 480V [CEC 2018],480.0,30709.0,31290.2,710.0,69.9159,-2.66135e-07,-2.25708e-05,-0.00147268,-0.00143025,2.4,830.0,44.0708,485.0,830.0,Delta Electronics Inc,M28U_XXX [480V] [SI1] 480V [CEC 2018]
Delta Electronics Inc: M36U_XXX [480V] 480V [CEC 2018],480.0,39737.0,40561.0,710.0,87.1853,-2.71883e-07,-1.41594e-05,-0.000814389,-0.000410415,2.9,830.0,57.1281,520.0,830.0,Delta Electronics Inc,M36U_XXX [480V] 480V [CEC 2018]
Delta Electronics Inc: M36U_XXX [480V] [SI1] 480V [CEC 2018],480.0,39737.0,40561.0,710.0,87.1853,-2.71883e-07,-1.41594e-05,-0.000814389,-0.000410415,2.9,830.0,57.1281,520.0,830.0,Delta Electronics Inc,M36U_XXX [480V] [SI1] 480V [CEC 2018]
Delta Electronics Inc: M42U_XXX [480V] 480V [CEC 2018],480.0,45972.0,46973.5,710.0,79.7918,-2.46428e-07,-1.3036099999999999e-05,-0.00089429,-0.0006875989999999999,2.9,830.0,66.1599,545.0,830.0,Delta Electronics Inc,M42U_XXX [480V] 480V [CEC 2018]
Delta Electronics Inc: M42U_XXX [480V] [SI1] 480V [CEC 2018],480.0,45972.0,46973.5,710.0,79.7918,-2.46428e-07,-1.3036099999999999e-05,-0.00089429,-0.0006875989999999999,2.9,830.0,66.1599,545.0,830.0,Delta Electronics Inc,M42U_XXX [480V] [SI1] 480V [CEC 2018]
Delta Electronics Inc: M60U_XXX [480V] 480V [CEC 2018],480.0,65470.0,66772.5,710.0,104.136,-1.67792e-07,-2.7601999999999998e-05,-0.00613926,-0.00352461,2.8630299999999997,800.0,94.0458,540.0,800.0,Delta Electronics Inc,M60U_XXX [480V] 480V [CEC 2018]
Delta Electronics Inc: M60U_XXX [480V] [SI1] 480V [CEC 2018],480.0,65470.0,66772.5,710.0,104.136,-1.67792e-07,-2.7601999999999998e-05,-0.00613926,-0.00352461,2.8630299999999997,800.0,94.0458,540.0,800.0,Delta Electronics Inc,M60U_XXX [480V] [SI1] 480V [CEC 2018]
Delta Electronics Inc: M80U_XXX [480V] 480V [CEC 2018],480.0,82764.0,84432.9,710.0,71.2578,-1.30256e-07,-1.62494e-05,-0.00425433,-0.00102813,2.6,800.0,118.92,600.0,800.0,Delta Electronics Inc,M80U_XXX [480V] 480V [CEC 2018]
Delta Electronics Inc: M80U_XXX [480V] [SI1] 480V [CEC 2018],480.0,82764.0,84432.9,710.0,71.2578,-1.30256e-07,-1.62494e-05,-0.00425433,-0.00102813,2.6,800.0,118.92,600.0,800.0,Delta Electronics Inc,M80U_XXX [480V] [SI1] 480V [CEC 2018]
"Delta Electronics, Inc: DES10JB125K01 [480V] [SI1] 480V [CEC 2018]",480.0,125000.0,128849.0,900.0,681.142,-1.21314e-07,1.5877e-05,0.00296241,0.000809598,22.4,1000.0,143.166,750.0,1000.0,"Delta Electronics, Inc",DES10JB125K01 [480V] [SI1] 480V [CEC 2018]
Delta Electronics: DDP-260AB XX 240V [CEC 2013],240.0,260.0,274.33644060000006,33.47288095,2.30113209,-0.00011100000000000001,-0.00183,-1.52E-02,-0.101810272,0.2,59.0,10.0,25.0,50.0,Delta Electronics,DDP-260AB XX 240V [CEC 2013]
Delta Electronics: Delta 15 TL 700V [CEC 2016],700.0,15130.0,15419.5,700.0,54.1023,-4.3600000000000004e-07,-2.64e-05,-0.000657314,-0.000798942,0.82,800.0,0.0189125,420.0,800.0,Delta Electronics,Delta 15 TL 700V [CEC 2016]
Delta Electronics: Delta 20 TL 720V [CEC 2016],720.0,20200.0,20548.9,720.0,45.6798,-2.61e-07,-2.98e-05,-0.0021177,-0.00128544,0.82,800.0,0.02525,500.0,800.0,Delta Electronics,Delta 20 TL 720V [CEC 2016]
Delta Electronics: M24U_XXX 720V [CEC 2016],720.0,26403.0,26826.3,720.0,52.2255,-3.72e-08,-2.59e-05,-0.00158342,-0.00247113,2.6,830.0,0.117229,415.0,830.0,Delta Electronics,M24U_XXX 720V [CEC 2016]
Delta Electronics: M28U_XXX 720V [CEC 2016],720.0,30709.0,31224.6,720.0,39.9106,-3.32e-08,-2.05e-05,-0.00161589,-0.00329489,2.4,830.0,0.11747,485.0,830.0,Delta Electronics,M28U_XXX 720V [CEC 2016]
Delta Electronics: M36U_XXX 720V [CEC 2016],720.0,39739.0,40532.5,720.0,86.4206,-2.56e-07,-1.67e-05,-0.000790918,-0.00067869,2.9,830.0,0.0478795,520.0,830.0,Delta Electronics,M36U_XXX 720V [CEC 2016]
Delta Electronics: M42U_XXX 720V [CEC 2016],720.0,45972.0,46806.0,720.0,66.6457,-1.8399999999999998e-07,2.26e-05,0.00308681,0.00354534,2.9,830.0,0.055385500000000004,545.0,830.0,Delta Electronics,M42U_XXX 720V [CEC 2016]
Delta Electronics: M60U_xxx  710V [CEC 2016],710.0,65470.0,66771.4,710.0,104.574,-1.68e-07,-2.75e-05,-0.00609882,-0.00349404,2.8630299999999997,800.0,0.0818375,540.0,800.0,Delta Electronics,M60U_xxx  710V [CEC 2016]
Delta Electronics: RPI H7U (6k 208V) 208V [CEC 2016],208.0,5990.0,6187.36,370.0,18.1409,-3.05e-06,-5.56e-05,0.00256538,0.000551822,1.087,400.0,0.014975,280.0,400.0,Delta Electronics,RPI H7U (6k 208V) 208V [CEC 2016]
Delta Electronics: RPI H7U (6k 240V) 240V [CEC 2016],240.0,6060.0,6226.81,370.0,17.2485,-2.16e-06,-9.83e-05,0.0022075,0.00248285,1.181,400.0,0.01515,280.0,400.0,Delta Electronics,RPI H7U (6k 240V) 240V [CEC 2016]
Delta Electronics: RPI H7U 370V [CEC 2016],370.0,7014.0,7218.36,370.0,14.2755,-2e-06,-0.000105717,-0.00109688,-0.000830318,1.169,400.0,0.017525,280.0,400.0,Delta Electronics,RPI H7U 370V [CEC 2016]
