Name,Vac,Paco,Pdco,Vdco,Pso,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,Manufacturer,Model
Power-One: PVI-3600-OUTD-US-F [208V] 208V [CEC 2018],208.0,3300.0,3486.35,330.0,36.2496,-7.7939e-06,2.16856e-06,0.00105998,0.000385621,0.24,480.0,10.5647,100.0,480.0,Power-One,PVI-3600-OUTD-US-F [208V] 208V [CEC 2018]
Power-One: PVI-3600-OUTD-US-F [240V] 240V [CEC 2018],240.0,3600.0,3781.18,380.0,39.0311,-6.34823e-06,-1.9604e-05,0.000519479,0.000370185,0.34,480.0,9.95047,100.0,480.0,Power-One,PVI-3600-OUTD-US-F [240V] 240V [CEC 2018]
Power-One: PVI-3600-US (208V) 208V [CEC 2016],208.0,3300.0,3498.84,380.0,40.2534,-8.25e-06,-1.76e-06,0.000822836,7.929999999999999e-05,0.24,480.0,0.006875,100.0,480.0,Power-One,PVI-3600-US (208V) 208V [CEC 2016]
Power-One: PVI-3600-US (240V) 240V [CEC 2016],240.0,3600.0,3796.74,380.0,43.7257,-7e-06,-2.25e-05,0.000484105,0.000192515,0.34,480.0,0.0075,100.0,480.0,Power-One,PVI-3600-US (240V) 240V [CEC 2016]
Power-One: PVI-3600-US [208V] 208V [CEC 2018],208.0,3300.0,3498.84,380.0,40.2534,-8.24675e-06,-1.7646400000000003e-06,0.000822836,7.92701e-05,0.24,480.0,9.207460000000001,100.0,480.0,Power-One,PVI-3600-US [208V] 208V [CEC 2018]
Power-One: PVI-3600-US [240V] 240V [CEC 2018],240.0,3600.0,3796.74,380.0,43.7257,-6.998680000000001e-06,-2.2529299999999998e-05,0.000484105,0.000192515,0.34,480.0,9.99142,100.0,480.0,Power-One,PVI-3600-US [240V] 240V [CEC 2018]
Power-One: PVI-4.2-OUTD-S-US (208V) 208V [CEC 2009],208.0,4200.0,4397.390437,309.9863492,24.70135696,-5.1e-06,1.18e-06,1.38E-03,0.000597,0.1,600.0,32.0,140.0,530.0,Power-One,PVI-4.2-OUTD-S-US (208V) 208V [CEC 2009]
Power-One: PVI-4.2-OUTD-S-US (240V) 240V [CEC 2009],240.0,4200.0,4376.31761,340.0693651,28.36440731,-4.21e-06,-2.8100000000000002e-05,2.75E-04,-0.000379,0.2,600.0,32.0,140.0,530.0,Power-One,PVI-4.2-OUTD-S-US (240V) 240V [CEC 2009]
Power-One: PVI-4.2-OUTD-S-US (277V) 277V [CEC 2009],277.0,4200.0,4350.9745920000005,395.39968250000004,30.18019265,-3.21e-06,-4.7600000000000005e-05,-3.09E-04,0.000278,0.2,600.0,32.0,140.0,530.0,Power-One,PVI-4.2-OUTD-S-US (277V) 277V [CEC 2009]
Power-One: PVI-4.2-OUTD-S-US [208V] 208V [CEC 2018],208.0,4200.0,4393.71,310.0,24.8962,-4.91796e-06,-2.67178e-06,0.000778789,0.000382371,0.1,480.0,14.1733,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US [208V] 208V [CEC 2018]
Power-One: PVI-4.2-OUTD-S-US [240V] 240V [CEC 2018],240.0,4200.0,4370.72,340.0,27.7949,-4.09244e-06,-2.2856799999999998e-05,7.46174e-05,-0.000310393,0.2,480.0,12.8551,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US [240V] 240V [CEC 2018]
Power-One: PVI-4.2-OUTD-S-US [277V] 277V [CEC 2018],277.0,4200.0,4347.0,395.0,28.9073,-3.25995e-06,-3.5679800000000004e-05,-0.00032288,1.1280699999999999e-05,0.2,480.0,11.0051,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US [277V] 277V [CEC 2018]
Power-One: PVI-4.2-OUTD-S-US-A (208V) 208V [CEC 2016],208.0,4200.0,4393.71,310.0,24.8962,-4.92e-06,-2.67e-06,0.000778789,0.000382371,0.1,480.0,0.00875,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-A (208V) 208V [CEC 2016]
Power-One: PVI-4.2-OUTD-S-US-A (240V) 240V [CEC 2016],240.0,4200.0,4370.72,340.0,27.7949,-4.09e-06,-2.2899999999999998e-05,7.46E-05,-0.000310393,0.2,480.0,0.00875,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-A (240V) 240V [CEC 2016]
Power-One: PVI-4.2-OUTD-S-US-A (277V) 277V [CEC 2016],277.0,4200.0,4347.0,395.0,28.9073,-3.26e-06,-3.570000000000001e-05,-0.00032288,1.13e-05,0.2,480.0,0.00875,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-A (277V) 277V [CEC 2016]
Power-One: PVI-4.2-OUTD-S-US-A [208V] 208V [CEC 2018],208.0,4200.0,4393.71,310.0,24.8962,-4.91796e-06,-2.67178e-06,0.000778789,0.000382371,0.1,480.0,14.1733,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-A [208V] 208V [CEC 2018]
Power-One: PVI-4.2-OUTD-S-US-A [240V] 240V [CEC 2018],240.0,4200.0,4370.72,340.0,27.7949,-4.09244e-06,-2.2856799999999998e-05,7.46174e-05,-0.000310393,0.2,480.0,12.8551,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-A [240V] 240V [CEC 2018]
Power-One: PVI-4.2-OUTD-S-US-A [277V] 277V [CEC 2018],277.0,4200.0,4347.0,395.0,28.9073,-3.25995e-06,-3.5679800000000004e-05,-0.00032288,1.1280699999999999e-05,0.2,480.0,11.0051,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-A [277V] 277V [CEC 2018]
Power-One: PVI-4.2-OUTD-S-US-Z (208V) 208V [CEC 2016],208.0,4200.0,4393.08,310.0,24.6481,-4.83e-06,-2.93e-06,0.000630468,0.000205794,0.1,480.0,0.00875,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-Z (208V) 208V [CEC 2016]
Power-One: PVI-4.2-OUTD-S-US-Z (240V) 240V [CEC 2016],240.0,4200.0,4369.96,340.0,27.7345,-4.06e-06,-2.4e-05,-6.34E-05,-0.000597573,0.2,480.0,0.00875,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-Z (240V) 240V [CEC 2016]
Power-One: PVI-4.2-OUTD-S-US-Z (277V) 277V [CEC 2016],277.0,4200.0,4347.12,395.0,29.0729,-3.35e-06,-3.3799999999999995e-05,-0.000282944,0.000288564,0.2,480.0,0.00875,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-Z (277V) 277V [CEC 2016]
Power-One: PVI-4.2-OUTD-S-US-Z [208V] 208V [CEC 2018],208.0,4200.0,4393.08,310.0,24.6481,-4.83328e-06,-2.92541e-06,0.000630468,0.000205794,0.1,480.0,14.1712,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-Z [208V] 208V [CEC 2018]
Power-One: PVI-4.2-OUTD-S-US-Z [240V] 240V [CEC 2018],240.0,4200.0,4369.96,340.0,27.7345,-4.05955e-06,-2.39711e-05,-6.33647e-05,-0.000597573,0.2,480.0,12.8528,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-Z [240V] 240V [CEC 2018]
Power-One: PVI-4.2-OUTD-S-US-Z [277V] 277V [CEC 2018],277.0,4200.0,4347.12,395.0,29.0729,-3.3483099999999996e-06,-3.38494e-05,-0.000282944,0.000288564,0.2,480.0,11.0054,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-Z [277V] 277V [CEC 2018]
Power-One: PVI-4.2-OUTD-S-US-Z-A (208V) 208V [CEC 2016],208.0,4200.0,4393.08,310.0,24.6481,-4.83e-06,-2.93e-06,0.000630468,0.000205794,0.1,480.0,0.00875,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-Z-A (208V) 208V [CEC 2016]
Power-One: PVI-4.2-OUTD-S-US-Z-A (240V) 240V [CEC 2016],240.0,4200.0,4369.96,340.0,27.7345,-4.06e-06,-2.4e-05,-6.34E-05,-0.000597573,0.2,480.0,0.00875,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-Z-A (240V) 240V [CEC 2016]
Power-One: PVI-4.2-OUTD-S-US-Z-A (277V) 277V [CEC 2016],277.0,4200.0,4347.12,395.0,29.0729,-3.35e-06,-3.3799999999999995e-05,-0.000282944,0.000288564,0.2,480.0,0.00875,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-Z-A (277V) 277V [CEC 2016]
Power-One: PVI-4.2-OUTD-S-US-Z-A [208V] 208V [CEC 2018],208.0,4200.0,4393.08,310.0,24.6481,-4.83328e-06,-2.92541e-06,0.000630468,0.000205794,0.1,480.0,14.1712,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-Z-A [208V] 208V [CEC 2018]
Power-One: PVI-4.2-OUTD-S-US-Z-A [240V] 240V [CEC 2018],240.0,4200.0,4369.96,340.0,27.7345,-4.05955e-06,-2.39711e-05,-6.33647e-05,-0.000597573,0.2,480.0,12.8528,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-Z-A [240V] 240V [CEC 2018]
Power-One: PVI-4.2-OUTD-S-US-Z-A [277V] 277V [CEC 2018],277.0,4200.0,4347.12,395.0,29.0729,-3.3483099999999996e-06,-3.38494e-05,-0.000282944,0.000288564,0.2,480.0,11.0054,100.0,480.0,Power-One,PVI-4.2-OUTD-S-US-Z-A [277V] 277V [CEC 2018]
Power-One: PVI-4.2-OUTD-US (208V) 208V [CEC 2016],208.0,4200.0,4393.71,310.0,24.8962,-4.92e-06,-2.67e-06,0.000778789,0.000382371,0.1,480.0,0.00875,100.0,480.0,Power-One,PVI-4.2-OUTD-US (208V) 208V [CEC 2016]
Power-One: PVI-4.2-OUTD-US (240V) 240V [CEC 2016],240.0,4200.0,4370.72,340.0,27.7949,-4.09e-06,-2.2899999999999998e-05,7.46E-05,-0.000310393,0.2,480.0,0.00875,100.0,480.0,Power-One,PVI-4.2-OUTD-US (240V) 240V [CEC 2016]
Power-One: PVI-4.2-OUTD-US (277V) 277V [CEC 2016],277.0,4200.0,4347.0,395.0,28.9073,-3.26e-06,-3.570000000000001e-05,-0.00032288,1.13e-05,0.2,480.0,0.00875,100.0,480.0,Power-One,PVI-4.2-OUTD-US (277V) 277V [CEC 2016]
Power-One: PVI-4.2-OUTD-US [208V] 208V [CEC 2018],208.0,4200.0,4393.71,310.0,24.8962,-4.91796e-06,-2.67178e-06,0.000778789,0.000382371,0.1,480.0,14.1733,100.0,480.0,Power-One,PVI-4.2-OUTD-US [208V] 208V [CEC 2018]
Power-One: PVI-4.2-OUTD-US [240V] 240V [CEC 2018],240.0,4200.0,4370.72,340.0,27.7949,-4.09244e-06,-2.2856799999999998e-05,7.46174e-05,-0.000310393,0.2,480.0,12.8551,100.0,480.0,Power-One,PVI-4.2-OUTD-US [240V] 240V [CEC 2018]
Power-One: PVI-4.2-OUTD-US [277V] 277V [CEC 2018],277.0,4200.0,4347.0,395.0,28.9073,-3.25995e-06,-3.5679800000000004e-05,-0.00032288,1.1280699999999999e-05,0.2,480.0,11.0051,100.0,480.0,Power-One,PVI-4.2-OUTD-US [277V] 277V [CEC 2018]
Power-One: PVI-4.6-1-OUTD-x-US-y (208V) 208V [CEC 2016],208.0,4600.0,4801.02,310.0,24.3165,-4.63e-06,-2.7899999999999997e-05,0.000934047,-0.00209365,0.1,416.0,0.011057700000000002,100.0,416.0,Power-One,PVI-4.6-1-OUTD-x-US-y (208V) 208V [CEC 2016]
Power-One: PVI-4.6-1-OUTD-x-US-y (240V) 240V [CEC 2016],240.0,4600.0,4772.68,340.0,24.5311,-3.31e-06,-3.24e-05,0.000545465,-0.00277347,0.1,416.0,0.011057700000000002,100.0,416.0,Power-One,PVI-4.6-1-OUTD-x-US-y (240V) 240V [CEC 2016]
Power-One: PVI-4.6-1-OUTD-x-US-y (277V) 277V [CEC 2016],277.0,4600.0,4755.54,360.0,25.3129,-2.78e-06,-3.37e-05,0.000127657,-0.00246977,0.1,416.0,0.011057700000000002,100.0,416.0,Power-One,PVI-4.6-1-OUTD-x-US-y (277V) 277V [CEC 2016]
Power-One: PVI-4.6-1-OUTD-x-US-y [208V] 208V [CEC 2018],208.0,4600.0,4801.02,310.0,24.3165,-4.6299e-06,-2.7890500000000003e-05,0.000934047,-0.00209365,0.1,416.0,15.4872,100.0,416.0,Power-One,PVI-4.6-1-OUTD-x-US-y [208V] 208V [CEC 2018]
Power-One: PVI-4.6-1-OUTD-x-US-y [240V] 240V [CEC 2018],240.0,4600.0,4772.68,340.0,24.5311,-3.3149300000000006e-06,-3.24056e-05,0.000545465,-0.00277347,0.1,416.0,14.0373,100.0,416.0,Power-One,PVI-4.6-1-OUTD-x-US-y [240V] 240V [CEC 2018]
Power-One: PVI-4.6-1-OUTD-x-US-y [277V] 277V [CEC 2018],277.0,4600.0,4755.54,360.0,25.3129,-2.78236e-06,-3.3683600000000004e-05,0.000127657,-0.00246977,0.1,416.0,13.2098,100.0,416.0,Power-One,PVI-4.6-1-OUTD-x-US-y [277V] 277V [CEC 2018]
Power-One: PVI-4.6-I-OUTD-x-US-y 208V [CEC 2010],208.0,4600.0,4810.349772,310.6666667,24.88996893,-5.32e-06,-4.05e-05,2.33E-03,-0.00213,0.1,520.0,28.0,140.0,520.0,Power-One,PVI-4.6-I-OUTD-x-US-y 208V [CEC 2010]
Power-One: PVI-4.6-I-OUTD-x-US-y 240V [CEC 2010],240.0,4600.0,4779.575952,340.0,25.56894286,-3.8e-06,-4.98e-05,1.32E-03,-0.0033799999999999998,0.1,520.0,28.0,140.0,520.0,Power-One,PVI-4.6-I-OUTD-x-US-y 240V [CEC 2010]
Power-One: PVI-4.6-I-OUTD-x-US-y 277V [CEC 2010],277.0,4600.0,4759.390561,361.0,26.80748984,-3.05e-06,-5.41e-05,3.19E-04,-0.0037,0.1,520.0,28.0,140.0,520.0,Power-One,PVI-4.6-I-OUTD-x-US-y 277V [CEC 2010]
Power-One: PVI-5000-OUTD-S-US-Z (208V) 208V [CEC 2015],208.0,5000.0,5212.507419,310.049881,30.43808998,-4.07e-06,-3.81e-06,1.79E-03,-0.000643,0.2,600.0,36.0,200.0,530.0,Power-One,PVI-5000-OUTD-S-US-Z (208V) 208V [CEC 2015]
Power-One: PVI-5000-OUTD-S-US-Z (240V) 240V [CEC 2015],240.0,5000.0,5193.131924,342.6663095,32.65574914,-3.57e-06,-1.2e-05,8.21E-04,-0.000664,0.2,600.0,36.0,200.0,530.0,Power-One,PVI-5000-OUTD-S-US-Z (240V) 240V [CEC 2015]
Power-One: PVI-5000-OUTD-S-US-Z (277V) 277V [CEC 2015],277.0,5000.0,5163.482641,400.54944439999997,38.12982719,-2.37e-06,-2.8600000000000004e-05,2.40E-04,-0.00205,0.3,600.0,36.0,200.0,530.0,Power-One,PVI-5000-OUTD-S-US-Z (277V) 277V [CEC 2015]
Power-One: PVI-5000-OUTD-S-US-Z [208V] 208V [CEC 2018],208.0,5000.0,5208.4,310.0,30.8597,-3.84084e-06,-3.23529e-06,0.00112991,-0.000327038,0.18,480.0,16.8013,100.0,480.0,Power-One,PVI-5000-OUTD-S-US-Z [208V] 208V [CEC 2018]
Power-One: PVI-5000-OUTD-S-US-Z [240V] 240V [CEC 2018],240.0,5000.0,5190.29,345.0,32.0358,-3.5480800000000007e-06,-1.0459200000000001e-05,0.000444984,-0.000412078,0.24,480.0,15.0443,100.0,480.0,Power-One,PVI-5000-OUTD-S-US-Z [240V] 240V [CEC 2018]
Power-One: PVI-5000-OUTD-S-US-Z [277V] 277V [CEC 2018],277.0,5000.0,5162.44,400.0,38.2056,-2.69813e-06,-1.8213900000000002e-05,0.000152641,-0.000797038,0.32,480.0,12.9061,100.0,480.0,Power-One,PVI-5000-OUTD-S-US-Z [277V] 277V [CEC 2018]
Power-One: PVI-5000-OUTD-S-US-Z-A (208V) 208V [CEC 2015],208.0,5000.0,5212.507419,310.049881,30.43808998,-4.07e-06,-3.81e-06,1.79E-03,-0.000643,0.2,600.0,36.0,200.0,530.0,Power-One,PVI-5000-OUTD-S-US-Z-A (208V) 208V [CEC 2015]
Power-One: PVI-5000-OUTD-S-US-Z-A (240V) 240V [CEC 2015],240.0,5000.0,5193.131924,342.6663095,32.65574914,-3.57e-06,-1.2e-05,8.21E-04,-0.000664,0.2,600.0,36.0,200.0,530.0,Power-One,PVI-5000-OUTD-S-US-Z-A (240V) 240V [CEC 2015]
Power-One: PVI-5000-OUTD-S-US-Z-A (277V) 277V [CEC 2015],277.0,5000.0,5163.482641,400.54944439999997,38.12982719,-2.37e-06,-2.8600000000000004e-05,2.40E-04,-0.00205,0.3,600.0,36.0,200.0,530.0,Power-One,PVI-5000-OUTD-S-US-Z-A (277V) 277V [CEC 2015]
Power-One: PVI-5000-OUTD-S-US-Z-A [208V] 208V [CEC 2018],208.0,5000.0,5208.4,310.0,30.8597,-3.84084e-06,-3.23529e-06,0.00112991,-0.000327038,0.18,480.0,16.8013,100.0,480.0,Power-One,PVI-5000-OUTD-S-US-Z-A [208V] 208V [CEC 2018]
Power-One: PVI-5000-OUTD-S-US-Z-A [240V] 240V [CEC 2018],240.0,5000.0,5190.29,345.0,32.0358,-3.5480800000000007e-06,-1.0459200000000001e-05,0.000444984,-0.000412078,0.24,480.0,15.0443,100.0,480.0,Power-One,PVI-5000-OUTD-S-US-Z-A [240V] 240V [CEC 2018]
Power-One: PVI-5000-OUTD-S-US-Z-A [277V] 277V [CEC 2018],277.0,5000.0,5162.44,400.0,38.2056,-2.69813e-06,-1.8213900000000002e-05,0.000152641,-0.000797038,0.32,480.0,12.9061,100.0,480.0,Power-One,PVI-5000-OUTD-S-US-Z-A [277V] 277V [CEC 2018]
Power-One: PVI-5000-OUTD-US (208V) 208V [CEC 2016],208.0,5000.0,5208.4,310.0,30.8597,-3.84e-06,-3.24e-06,0.00112991,-0.000327038,0.18,480.0,0.010416700000000001,100.0,480.0,Power-One,PVI-5000-OUTD-US (208V) 208V [CEC 2016]
Power-One: PVI-5000-OUTD-US (240V) 240V [CEC 2016],240.0,5000.0,5190.29,345.0,32.0358,-3.55e-06,-1.05e-05,0.000444984,-0.000412078,0.24,480.0,0.010416700000000001,100.0,480.0,Power-One,PVI-5000-OUTD-US (240V) 240V [CEC 2016]
Power-One: PVI-5000-OUTD-US (277V) 277V [CEC 2016],277.0,5000.0,5162.44,400.0,38.2056,-2.7e-06,-1.82e-05,0.000152641,-0.000797038,0.32,480.0,0.010416700000000001,100.0,480.0,Power-One,PVI-5000-OUTD-US (277V) 277V [CEC 2016]
Power-One: PVI-5000-OUTD-US [208V] 208V [CEC 2018],208.0,5000.0,5208.4,310.0,30.8597,-3.84084e-06,-3.23529e-06,0.00112991,-0.000327038,0.18,480.0,16.8013,100.0,480.0,Power-One,PVI-5000-OUTD-US [208V] 208V [CEC 2018]
Power-One: PVI-5000-OUTD-US [240V] 240V [CEC 2018],240.0,5000.0,5190.29,345.0,32.0358,-3.5480800000000007e-06,-1.0459200000000001e-05,0.000444984,-0.000412078,0.24,480.0,15.0443,100.0,480.0,Power-One,PVI-5000-OUTD-US [240V] 240V [CEC 2018]
Power-One: PVI-5000-OUTD-US [277V] 277V [CEC 2018],277.0,5000.0,5162.44,400.0,38.2056,-2.69813e-06,-1.8213900000000002e-05,0.000152641,-0.000797038,0.32,480.0,12.9061,100.0,480.0,Power-One,PVI-5000-OUTD-US [277V] 277V [CEC 2018]
Power-One: PVI-5000-OUTD-US-A (208V) 208V [CEC 2016],208.0,5000.0,5208.4,310.0,30.8597,-3.84e-06,-3.24e-06,0.00112991,-0.000327038,0.18,480.0,0.010416700000000001,100.0,480.0,Power-One,PVI-5000-OUTD-US-A (208V) 208V [CEC 2016]
Power-One: PVI-5000-OUTD-US-A (240V) 240V [CEC 2016],240.0,5000.0,5190.29,345.0,32.0358,-3.55e-06,-1.05e-05,0.000444984,-0.000412078,0.24,480.0,0.010416700000000001,100.0,480.0,Power-One,PVI-5000-OUTD-US-A (240V) 240V [CEC 2016]
Power-One: PVI-5000-OUTD-US-A (277V) 277V [CEC 2016],277.0,5000.0,5162.44,400.0,38.2056,-2.7e-06,-1.82e-05,0.000152641,-0.000797038,0.32,480.0,0.010416700000000001,100.0,480.0,Power-One,PVI-5000-OUTD-US-A (277V) 277V [CEC 2016]
Power-One: PVI-5000-OUTD-US-A [208V] 208V [CEC 2018],208.0,5000.0,5208.4,310.0,30.8597,-3.84084e-06,-3.23529e-06,0.00112991,-0.000327038,0.18,480.0,16.8013,100.0,480.0,Power-One,PVI-5000-OUTD-US-A [208V] 208V [CEC 2018]
Power-One: PVI-5000-OUTD-US-A [240V] 240V [CEC 2018],240.0,5000.0,5190.29,345.0,32.0358,-3.5480800000000007e-06,-1.0459200000000001e-05,0.000444984,-0.000412078,0.24,480.0,15.0443,100.0,480.0,Power-One,PVI-5000-OUTD-US-A [240V] 240V [CEC 2018]
Power-One: PVI-5000-OUTD-US-A [277V] 277V [CEC 2018],277.0,5000.0,5162.44,400.0,38.2056,-2.69813e-06,-1.8213900000000002e-05,0.000152641,-0.000797038,0.32,480.0,12.9061,100.0,480.0,Power-One,PVI-5000-OUTD-US-A [277V] 277V [CEC 2018]
Power-One: PVI-5000-OUTD-US-Z (208V) 208V [CEC 2016],208.0,5000.0,5208.4,310.0,30.8597,-3.84e-06,-3.24e-06,0.00112991,-0.000327038,0.18,480.0,0.010416700000000001,100.0,480.0,Power-One,PVI-5000-OUTD-US-Z (208V) 208V [CEC 2016]
Power-One: PVI-5000-OUTD-US-Z (240V) 240V [CEC 2016],240.0,5000.0,5190.29,345.0,32.0358,-3.55e-06,-1.05e-05,0.000444984,-0.000412078,0.24,480.0,0.010416700000000001,100.0,480.0,Power-One,PVI-5000-OUTD-US-Z (240V) 240V [CEC 2016]
Power-One: PVI-5000-OUTD-US-Z (277V) 277V [CEC 2016],277.0,5000.0,5162.44,400.0,38.2056,-2.7e-06,-1.82e-05,0.000152641,-0.000797038,0.32,480.0,0.010416700000000001,100.0,480.0,Power-One,PVI-5000-OUTD-US-Z (277V) 277V [CEC 2016]
Power-One: PVI-5000-OUTD-US-Z [208V] 208V [CEC 2018],208.0,5000.0,5208.4,310.0,30.8597,-3.84084e-06,-3.23529e-06,0.00112991,-0.000327038,0.18,480.0,16.8013,100.0,480.0,Power-One,PVI-5000-OUTD-US-Z [208V] 208V [CEC 2018]
Power-One: PVI-5000-OUTD-US-Z [240V] 240V [CEC 2018],240.0,5000.0,5190.29,345.0,32.0358,-3.5480800000000007e-06,-1.0459200000000001e-05,0.000444984,-0.000412078,0.24,480.0,15.0443,100.0,480.0,Power-One,PVI-5000-OUTD-US-Z [240V] 240V [CEC 2018]
Power-One: PVI-5000-OUTD-US-Z [277V] 277V [CEC 2018],277.0,5000.0,5162.44,400.0,38.2056,-2.69813e-06,-1.8213900000000002e-05,0.000152641,-0.000797038,0.32,480.0,12.9061,100.0,480.0,Power-One,PVI-5000-OUTD-US-Z [277V] 277V [CEC 2018]
Power-One: PVI-5000-OUTD-US-Z-A (208V) 208V [CEC 2016],208.0,5000.0,5208.4,310.0,30.8597,-3.84e-06,-3.24e-06,0.00112991,-0.000327038,0.18,480.0,0.010416700000000001,100.0,480.0,Power-One,PVI-5000-OUTD-US-Z-A (208V) 208V [CEC 2016]
Power-One: PVI-5000-OUTD-US-Z-A (240V) 240V [CEC 2016],240.0,5000.0,5190.29,345.0,32.0358,-3.55e-06,-1.05e-05,0.000444984,-0.000412078,0.24,480.0,0.010416700000000001,100.0,480.0,Power-One,PVI-5000-OUTD-US-Z-A (240V) 240V [CEC 2016]
Power-One: PVI-5000-OUTD-US-Z-A (277V) 277V [CEC 2016],277.0,5000.0,5162.44,400.0,38.2056,-2.7e-06,-1.82e-05,0.000152641,-0.000797038,0.32,480.0,0.010416700000000001,100.0,480.0,Power-One,PVI-5000-OUTD-US-Z-A (277V) 277V [CEC 2016]
Power-One: PVI-5000-OUTD-US-Z-A [208V] 208V [CEC 2018],208.0,5000.0,5208.4,310.0,30.8597,-3.84084e-06,-3.23529e-06,0.00112991,-0.000327038,0.18,480.0,16.8013,100.0,480.0,Power-One,PVI-5000-OUTD-US-Z-A [208V] 208V [CEC 2018]
Power-One: PVI-5000-OUTD-US-Z-A [240V] 240V [CEC 2018],240.0,5000.0,5190.29,345.0,32.0358,-3.5480800000000007e-06,-1.0459200000000001e-05,0.000444984,-0.000412078,0.24,480.0,15.0443,100.0,480.0,Power-One,PVI-5000-OUTD-US-Z-A [240V] 240V [CEC 2018]
Power-One: PVI-5000-OUTD-US-Z-A [277V] 277V [CEC 2018],277.0,5000.0,5162.44,400.0,38.2056,-2.69813e-06,-1.8213900000000002e-05,0.000152641,-0.000797038,0.32,480.0,12.9061,100.0,480.0,Power-One,PVI-5000-OUTD-US-Z-A [277V] 277V [CEC 2018]
Power-One: PVI-6000-OUTD-S-US-A (208V) 208V [CEC 2015],208.0,6000.0,6274.842941,310.1090873,29.90817262,-3.93e-06,-9.39e-06,1.71E-03,-0.000745,0.2,600.0,36.0,200.0,530.0,Power-One,PVI-6000-OUTD-S-US-A (208V) 208V [CEC 2015]
Power-One: PVI-6000-OUTD-S-US-A (240V) 240V [CEC 2015],240.0,6000.0,6244.762234000001,342.4914286,31.44338077,-3.27e-06,-1.83e-05,6.94E-04,-0.0011300000000000001,0.2,600.0,36.0,200.0,530.0,Power-One,PVI-6000-OUTD-S-US-A (240V) 240V [CEC 2015]
Power-One: PVI-6000-OUTD-S-US-A (277V) 277V [CEC 2015],277.0,6000.0,6201.523031000001,400.58210319999995,37.35754503,-2.17e-06,-3.54e-05,4.73E-05,-0.00259,0.3,600.0,36.0,200.0,530.0,Power-One,PVI-6000-OUTD-S-US-A (277V) 277V [CEC 2015]
Power-One: PVI-6000-OUTD-S-US-A [208V] 208V [CEC 2018],208.0,6000.0,6267.34,310.0,30.1775,-3.6045999999999998e-06,-6.05239e-06,0.00107536,-0.00045287699999999997,0.18,480.0,20.2172,100.0,480.0,Power-One,PVI-6000-OUTD-S-US-A [208V] 208V [CEC 2018]
Power-One: PVI-6000-OUTD-S-US-A [240V] 240V [CEC 2018],240.0,6000.0,6236.59,345.0,29.6911,-2.90335e-06,-1.30327e-05,0.00034688,-0.000752886,0.24,480.0,18.0771,100.0,480.0,Power-One,PVI-6000-OUTD-S-US-A [240V] 240V [CEC 2018]
Power-One: PVI-6000-OUTD-S-US-A [277V] 277V [CEC 2018],277.0,6000.0,6196.81,400.0,35.3564,-2.0293599999999997e-06,-2.40152e-05,-4.47461e-05,-0.00174891,0.32,480.0,15.492,100.0,480.0,Power-One,PVI-6000-OUTD-S-US-A [277V] 277V [CEC 2018]
Power-One: PVI-6000-OUTD-S-US-Z (208V) 208V [CEC 2015],208.0,6000.0,6274.842941,310.1090873,29.90817262,-3.93e-06,-9.39e-06,1.71E-03,-0.000745,0.2,600.0,36.0,200.0,530.0,Power-One,PVI-6000-OUTD-S-US-Z (208V) 208V [CEC 2015]
Power-One: PVI-6000-OUTD-S-US-Z (240V) 240V [CEC 2015],240.0,6000.0,6244.762234000001,342.4914286,31.44338077,-3.27e-06,-1.83e-05,6.94E-04,-0.0011300000000000001,0.2,600.0,36.0,200.0,530.0,Power-One,PVI-6000-OUTD-S-US-Z (240V) 240V [CEC 2015]
Power-One: PVI-6000-OUTD-S-US-Z (277V) 277V [CEC 2015],277.0,6000.0,6201.523031000001,400.58210319999995,37.35754503,-2.17e-06,-3.54e-05,4.73E-05,-0.00259,0.3,600.0,36.0,200.0,530.0,Power-One,PVI-6000-OUTD-S-US-Z (277V) 277V [CEC 2015]
Power-One: PVI-6000-OUTD-S-US-Z [208V] 208V [CEC 2018],208.0,6000.0,6267.34,310.0,30.1775,-3.6045999999999998e-06,-6.05239e-06,0.00107536,-0.00045287699999999997,0.18,480.0,20.2172,100.0,480.0,Power-One,PVI-6000-OUTD-S-US-Z [208V] 208V [CEC 2018]
